Attaching to worker
[36mworker           |[0m 2022-02-02T16:05:24.479Z	INFO	worker/main.go:68	s3 storage configured	{"endpoint": "https://na-storage-1.transcoder.odysee.com"}
[36mworker           |[0m 2022-02-02T16:31:36.927Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "c0fc919297f8bb9b5ff464c33ab6994bb6f4a17890c9d1f07926c9a2c3a74e65ddfead60d6b56bd5be6c9b52c4d32a00/v2_s000037.ts", "ctype": "video/mp2t", "size": 327308, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:31:36.960Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "c0fc919297f8bb9b5ff464c33ab6994bb6f4a17890c9d1f07926c9a2c3a74e65ddfead60d6b56bd5be6c9b52c4d32a00/v2_s000038.ts", "ctype": "video/mp2t", "size": 310200, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:31:36.996Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "c0fc919297f8bb9b5ff464c33ab6994bb6f4a17890c9d1f07926c9a2c3a74e65ddfead60d6b56bd5be6c9b52c4d32a00/v2_s000039.ts", "ctype": "video/mp2t", "size": 226540, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:31:37.009Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "c0fc919297f8bb9b5ff464c33ab6994bb6f4a17890c9d1f07926c9a2c3a74e65ddfead60d6b56bd5be6c9b52c4d32a00/v2_s000040.ts", "ctype": "video/mp2t", "size": 152280, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:31:37.044Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "c0fc919297f8bb9b5ff464c33ab6994bb6f4a17890c9d1f07926c9a2c3a74e65ddfead60d6b56bd5be6c9b52c4d32a00/v3.m3u8", "ctype": "application/x-mpegurl", "size": 1453, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:31:37.085Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "c0fc919297f8bb9b5ff464c33ab6994bb6f4a17890c9d1f07926c9a2c3a74e65ddfead60d6b56bd5be6c9b52c4d32a00/v3_s000000.ts", "ctype": "video/mp2t", "size": 157732, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:31:37.108Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "c0fc919297f8bb9b5ff464c33ab6994bb6f4a17890c9d1f07926c9a2c3a74e65ddfead60d6b56bd5be6c9b52c4d32a00/v3_s000001.ts", "ctype": "video/mp2t", "size": 164876, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:31:37.147Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "c0fc919297f8bb9b5ff464c33ab6994bb6f4a17890c9d1f07926c9a2c3a74e65ddfead60d6b56bd5be6c9b52c4d32a00/v3_s000002.ts", "ctype": "video/mp2t", "size": 159800, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:31:37.209Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "c0fc919297f8bb9b5ff464c33ab6994bb6f4a17890c9d1f07926c9a2c3a74e65ddfead60d6b56bd5be6c9b52c4d32a00/v3_s000003.ts", "ctype": "video/mp2t", "size": 163184, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:31:37.240Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "c0fc919297f8bb9b5ff464c33ab6994bb6f4a17890c9d1f07926c9a2c3a74e65ddfead60d6b56bd5be6c9b52c4d32a00/v3_s000004.ts", "ctype": "video/mp2t", "size": 167508, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:31:37.293Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "c0fc919297f8bb9b5ff464c33ab6994bb6f4a17890c9d1f07926c9a2c3a74e65ddfead60d6b56bd5be6c9b52c4d32a00/v3_s000005.ts", "ctype": "video/mp2t", "size": 157356, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:31:37.351Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "c0fc919297f8bb9b5ff464c33ab6994bb6f4a17890c9d1f07926c9a2c3a74e65ddfead60d6b56bd5be6c9b52c4d32a00/v3_s000006.ts", "ctype": "video/mp2t", "size": 161680, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:31:37.472Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "c0fc919297f8bb9b5ff464c33ab6994bb6f4a17890c9d1f07926c9a2c3a74e65ddfead60d6b56bd5be6c9b52c4d32a00/v3_s000007.ts", "ctype": "video/mp2t", "size": 162620, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:31:37.516Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "c0fc919297f8bb9b5ff464c33ab6994bb6f4a17890c9d1f07926c9a2c3a74e65ddfead60d6b56bd5be6c9b52c4d32a00/v3_s000008.ts", "ctype": "video/mp2t", "size": 160740, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:31:37.549Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "c0fc919297f8bb9b5ff464c33ab6994bb6f4a17890c9d1f07926c9a2c3a74e65ddfead60d6b56bd5be6c9b52c4d32a00/v3_s000009.ts", "ctype": "video/mp2t", "size": 159236, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:31:37.603Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "c0fc919297f8bb9b5ff464c33ab6994bb6f4a17890c9d1f07926c9a2c3a74e65ddfead60d6b56bd5be6c9b52c4d32a00/v3_s000010.ts", "ctype": "video/mp2t", "size": 155852, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:31:37.632Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "c0fc919297f8bb9b5ff464c33ab6994bb6f4a17890c9d1f07926c9a2c3a74e65ddfead60d6b56bd5be6c9b52c4d32a00/v3_s000011.ts", "ctype": "video/mp2t", "size": 164688, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:31:37.656Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "c0fc919297f8bb9b5ff464c33ab6994bb6f4a17890c9d1f07926c9a2c3a74e65ddfead60d6b56bd5be6c9b52c4d32a00/v3_s000012.ts", "ctype": "video/mp2t", "size": 157544, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:31:37.686Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "c0fc919297f8bb9b5ff464c33ab6994bb6f4a17890c9d1f07926c9a2c3a74e65ddfead60d6b56bd5be6c9b52c4d32a00/v3_s000013.ts", "ctype": "video/mp2t", "size": 158860, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:31:37.760Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "c0fc919297f8bb9b5ff464c33ab6994bb6f4a17890c9d1f07926c9a2c3a74e65ddfead60d6b56bd5be6c9b52c4d32a00/v3_s000014.ts", "ctype": "video/mp2t", "size": 164500, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:31:37.808Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "c0fc919297f8bb9b5ff464c33ab6994bb6f4a17890c9d1f07926c9a2c3a74e65ddfead60d6b56bd5be6c9b52c4d32a00/v3_s000015.ts", "ctype": "video/mp2t", "size": 159988, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:31:37.856Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "c0fc919297f8bb9b5ff464c33ab6994bb6f4a17890c9d1f07926c9a2c3a74e65ddfead60d6b56bd5be6c9b52c4d32a00/v3_s000016.ts", "ctype": "video/mp2t", "size": 164124, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:31:37.905Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "c0fc919297f8bb9b5ff464c33ab6994bb6f4a17890c9d1f07926c9a2c3a74e65ddfead60d6b56bd5be6c9b52c4d32a00/v3_s000017.ts", "ctype": "video/mp2t", "size": 157732, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:31:37.923Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "c0fc919297f8bb9b5ff464c33ab6994bb6f4a17890c9d1f07926c9a2c3a74e65ddfead60d6b56bd5be6c9b52c4d32a00/v3_s000018.ts", "ctype": "video/mp2t", "size": 156792, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:31:37.973Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "c0fc919297f8bb9b5ff464c33ab6994bb6f4a17890c9d1f07926c9a2c3a74e65ddfead60d6b56bd5be6c9b52c4d32a00/v3_s000019.ts", "ctype": "video/mp2t", "size": 153032, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:31:38.018Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "c0fc919297f8bb9b5ff464c33ab6994bb6f4a17890c9d1f07926c9a2c3a74e65ddfead60d6b56bd5be6c9b52c4d32a00/v3_s000020.ts", "ctype": "video/mp2t", "size": 157544, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:31:38.047Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "c0fc919297f8bb9b5ff464c33ab6994bb6f4a17890c9d1f07926c9a2c3a74e65ddfead60d6b56bd5be6c9b52c4d32a00/v3_s000021.ts", "ctype": "video/mp2t", "size": 159988, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:31:38.065Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "c0fc919297f8bb9b5ff464c33ab6994bb6f4a17890c9d1f07926c9a2c3a74e65ddfead60d6b56bd5be6c9b52c4d32a00/v3_s000022.ts", "ctype": "video/mp2t", "size": 159612, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:31:38.096Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "c0fc919297f8bb9b5ff464c33ab6994bb6f4a17890c9d1f07926c9a2c3a74e65ddfead60d6b56bd5be6c9b52c4d32a00/v3_s000023.ts", "ctype": "video/mp2t", "size": 157732, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:31:38.129Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "c0fc919297f8bb9b5ff464c33ab6994bb6f4a17890c9d1f07926c9a2c3a74e65ddfead60d6b56bd5be6c9b52c4d32a00/v3_s000024.ts", "ctype": "video/mp2t", "size": 165816, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:31:38.172Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "c0fc919297f8bb9b5ff464c33ab6994bb6f4a17890c9d1f07926c9a2c3a74e65ddfead60d6b56bd5be6c9b52c4d32a00/v3_s000025.ts", "ctype": "video/mp2t", "size": 164876, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:31:38.224Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "c0fc919297f8bb9b5ff464c33ab6994bb6f4a17890c9d1f07926c9a2c3a74e65ddfead60d6b56bd5be6c9b52c4d32a00/v3_s000026.ts", "ctype": "video/mp2t", "size": 169388, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:31:38.261Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "c0fc919297f8bb9b5ff464c33ab6994bb6f4a17890c9d1f07926c9a2c3a74e65ddfead60d6b56bd5be6c9b52c4d32a00/v3_s000027.ts", "ctype": "video/mp2t", "size": 160364, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:31:38.318Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "c0fc919297f8bb9b5ff464c33ab6994bb6f4a17890c9d1f07926c9a2c3a74e65ddfead60d6b56bd5be6c9b52c4d32a00/v3_s000028.ts", "ctype": "video/mp2t", "size": 167320, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:31:38.345Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "c0fc919297f8bb9b5ff464c33ab6994bb6f4a17890c9d1f07926c9a2c3a74e65ddfead60d6b56bd5be6c9b52c4d32a00/v3_s000029.ts", "ctype": "video/mp2t", "size": 168824, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:31:38.370Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "c0fc919297f8bb9b5ff464c33ab6994bb6f4a17890c9d1f07926c9a2c3a74e65ddfead60d6b56bd5be6c9b52c4d32a00/v3_s000030.ts", "ctype": "video/mp2t", "size": 159424, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:31:38.420Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "c0fc919297f8bb9b5ff464c33ab6994bb6f4a17890c9d1f07926c9a2c3a74e65ddfead60d6b56bd5be6c9b52c4d32a00/v3_s000031.ts", "ctype": "video/mp2t", "size": 161116, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:31:38.475Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "c0fc919297f8bb9b5ff464c33ab6994bb6f4a17890c9d1f07926c9a2c3a74e65ddfead60d6b56bd5be6c9b52c4d32a00/v3_s000032.ts", "ctype": "video/mp2t", "size": 164124, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:31:38.520Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "c0fc919297f8bb9b5ff464c33ab6994bb6f4a17890c9d1f07926c9a2c3a74e65ddfead60d6b56bd5be6c9b52c4d32a00/v3_s000033.ts", "ctype": "video/mp2t", "size": 157544, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:31:38.563Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "c0fc919297f8bb9b5ff464c33ab6994bb6f4a17890c9d1f07926c9a2c3a74e65ddfead60d6b56bd5be6c9b52c4d32a00/v3_s000034.ts", "ctype": "video/mp2t", "size": 156040, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:31:38.604Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "c0fc919297f8bb9b5ff464c33ab6994bb6f4a17890c9d1f07926c9a2c3a74e65ddfead60d6b56bd5be6c9b52c4d32a00/v3_s000035.ts", "ctype": "video/mp2t", "size": 160176, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:31:38.634Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "c0fc919297f8bb9b5ff464c33ab6994bb6f4a17890c9d1f07926c9a2c3a74e65ddfead60d6b56bd5be6c9b52c4d32a00/v3_s000036.ts", "ctype": "video/mp2t", "size": 158672, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:31:38.672Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "c0fc919297f8bb9b5ff464c33ab6994bb6f4a17890c9d1f07926c9a2c3a74e65ddfead60d6b56bd5be6c9b52c4d32a00/v3_s000037.ts", "ctype": "video/mp2t", "size": 157356, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:31:38.695Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "c0fc919297f8bb9b5ff464c33ab6994bb6f4a17890c9d1f07926c9a2c3a74e65ddfead60d6b56bd5be6c9b52c4d32a00/v3_s000038.ts", "ctype": "video/mp2t", "size": 155852, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:31:38.708Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "c0fc919297f8bb9b5ff464c33ab6994bb6f4a17890c9d1f07926c9a2c3a74e65ddfead60d6b56bd5be6c9b52c4d32a00/v3_s000039.ts", "ctype": "video/mp2t", "size": 99076, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:31:38.723Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "c0fc919297f8bb9b5ff464c33ab6994bb6f4a17890c9d1f07926c9a2c3a74e65ddfead60d6b56bd5be6c9b52c4d32a00/v3_s000040.ts", "ctype": "video/mp2t", "size": 63920, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:31:38.756Z	INFO	tower.worker	tower/pipeline.go:222	pipeline stage done	{"ref": "c0fc9192", "stage": "uploading"}
[36mworker           |[0m 2022-02-02T16:31:39.146Z	INFO	tower.worker	tower/pipeline.go:170	pipeline progressed	{"ref": "763b9527", "percent": 5, "stage": "encoding"}
[36mworker           |[0m 2022-02-02T16:31:40.289Z	INFO	tower.worker	tower/pipeline.go:170	pipeline progressed	{"ref": "4e0de790", "percent": 70, "stage": "encoding"}
[36mworker           |[0m 2022-02-02T16:31:41.938Z	INFO	tower.worker	tower/worker.go:166	task received	{"type": "stream:transcode"}
[36mworker           |[0m 2022-02-02T16:31:41.938Z	INFO	tower.worker	tower/pipeline.go:129	pipeline stage started	{"ref": "d358358b", "stage": "downloading"}
[36mworker           |[0m 2022-02-02T16:31:42.083Z	INFO	manager	manager/request.go:117	downloading stream	{"url": "cultural-reflections-of-our-society#9c414aa770fd58250cfb0d500bb2d29df252d826"}
[36mworker           |[0m 2022-02-02T16:31:48.310Z	INFO	manager	manager/request.go:147	stream downloaded	{"url": "cultural-reflections-of-our-society#9c414aa770fd58250cfb0d500bb2d29df252d826", "rate": 18547769, "size": 115502272, "seconds_spent": 6}
[36mworker           |[0m 2022-02-02T16:31:48.313Z	INFO	tower.worker	tower/pipeline.go:140	pipeline stage done	{"ref": "d358358b", "stage": "downloading"}
[36mworker           |[0m 2022-02-02T16:31:48.313Z	INFO	tower.worker	tower/pipeline.go:155	pipeline stage started	{"ref": "d358358b", "stage": "encoding"}
[36mworker           |[0m 2022-02-02T16:31:48.712Z	INFO	tower.worker	tower/pipeline.go:170	pipeline progressed	{"ref": "d351abc0", "percent": 15, "stage": "encoding"}
[36mworker           |[0m 2022-02-02T16:31:49.642Z	INFO	tower.worker	tower/pipeline.go:170	pipeline progressed	{"ref": "03d8596b", "percent": 55, "stage": "encoding"}
[36mworker           |[0m 2022-02-02T16:31:49.656Z	INFO	tower.worker	tower/pipeline.go:170	pipeline progressed	{"ref": "a8cb0140", "percent": 40, "stage": "encoding"}
[36mworker           |[0m 2022-02-02T16:31:50.156Z	INFO	tower.worker	tower/pipeline.go:170	pipeline progressed	{"ref": "acec43b2", "percent": 15, "stage": "encoding"}
[36mworker           |[0m 2022-02-02T16:31:52.184Z	DEBUG	formats	ladder/ladder.go:74	ladder built	{"tiers": [{"Definition":"1080p","Height":1080,"Width":1920,"VideoBitrate":3500000,"AudioBitrate":"160k","Framerate":0,"BitrateCutoff":0},{"Definition":"720p","Height":720,"Width":1280,"VideoBitrate":2500000,"AudioBitrate":"128k","Framerate":0,"BitrateCutoff":0},{"Definition":"360p","Height":360,"Width":640,"VideoBitrate":500000,"AudioBitrate":"96k","Framerate":0,"BitrateCutoff":0},{"Definition":"144p","Height":144,"Width":256,"VideoBitrate":100000,"AudioBitrate":"64k","Framerate":15,"BitrateCutoff":0}]}
[36mworker           |[0m 2022-02-02T16:31:52.184Z	INFO	tower.worker	encoder/encoder.go:153	starting transcoding	{"args": "-strftime_mkdir 1 -hls_segment_filename v%v_s%06d.ts -preset veryfast -sc_threshold 0 -c:a aac -f hls -hls_time 6 -hls_playlist_type vod -force_key_frames expr:gte(t,n_forced*2) -refs 1 -profile:v main -c:v libx264 -pix_fmt yuv420p -crf 23 -ac 2 -ar 44100 -hls_flags independent_segments -master_pl_name master.m3u8 -var_stream_map v:0,a:0 v:1,a:1 v:2,a:2 v:3,a:3  -sws_flags bilinear -map v:0 -filter:v:0 scale=-2:1080 -maxrate:0 3500000 -bufsize:0 3500000 -g:0 50 -map a:0 -b:0 160k -map v:0 -filter:v:1 scale=-2:720 -maxrate:1 2500000 -bufsize:1 2500000 -g:1 50 -map a:0 -b:1 128k -map v:0 -filter:v:2 scale=-2:360 -maxrate:2 500000 -bufsize:2 500000 -g:2 50 -map a:0 -b:2 96k -map v:0 -filter:v:3 scale=-2:144 -maxrate:3 100000 -bufsize:3 100000 -r:3 15 -g:3 30 -map a:0 -b:3 64k", "media_duration": "516.621000", "media_bitrate": "1788580", "media_width": 1920, "media_height": 1080, "input": "/storage/streams/d358358b801472130eb89aaa463d7c63cb4d15c5ca7a8f8ff60e37e40a1d97278bd0a33cf092961865f2924f823c1279", "output": "/storage/transcoded/d358358b801472130eb89aaa463d7c63cb4d15c5ca7a8f8ff60e37e40a1d97278bd0a33cf092961865f2924f823c1279"}
[36mworker           |[0m 2022-02-02T16:31:55.020Z	INFO	tower.worker	tower/pipeline.go:170	pipeline progressed	{"ref": "26b34738", "percent": 25, "stage": "encoding"}
[36mworker           |[0m 2022-02-02T16:31:59.729Z	INFO	tower.worker	tower/pipeline.go:170	pipeline progressed	{"ref": "0ce333a8", "percent": 95, "stage": "encoding"}
[36mworker           |[0m 2022-02-02T16:32:08.343Z	INFO	tower.worker	tower/pipeline.go:170	pipeline progressed	{"ref": "6d0bb14c", "percent": 10, "stage": "encoding"}
[36mworker           |[0m 2022-02-02T16:32:09.815Z	INFO	tower.worker	tower/pipeline.go:170	pipeline progressed	{"ref": "0cc10707", "percent": 85, "stage": "encoding"}
[36mworker           |[0m 2022-02-02T16:32:14.273Z	INFO	tower.worker	tower/pipeline.go:170	pipeline progressed	{"ref": "97422e5d", "percent": 50, "stage": "encoding"}
[36mworker           |[0m 2022-02-02T16:32:14.694Z	INFO	tower.worker	tower/pipeline.go:170	pipeline progressed	{"ref": "b399529f", "percent": 40, "stage": "encoding"}
[36mworker           |[0m 2022-02-02T16:32:15.200Z	INFO	tower.worker	tower/pipeline.go:170	pipeline progressed	{"ref": "b784cb3c", "percent": 20, "stage": "encoding"}
[36mworker           |[0m 2022-02-02T16:32:20.731Z	INFO	tower.worker	tower/pipeline.go:170	pipeline progressed	{"ref": "f0febab1", "percent": 90, "stage": "encoding"}
[36mworker           |[0m 2022-02-02T16:32:25.263Z	INFO	tower.worker	tower/pipeline.go:170	pipeline progressed	{"ref": "dcade21d", "percent": 55, "stage": "encoding"}
[36mworker           |[0m 2022-02-02T16:32:28.304Z	INFO	tower.worker	tower/pipeline.go:170	pipeline progressed	{"ref": "c049fee7", "percent": 90, "stage": "encoding"}
[36mworker           |[0m 2022-02-02T16:32:28.726Z	INFO	tower.worker	tower/pipeline.go:170	pipeline progressed	{"ref": "41b2dd2a", "percent": 70, "stage": "encoding"}
[36mworker           |[0m 2022-02-02T16:32:29.515Z	INFO	tower.worker	tower/pipeline.go:170	pipeline progressed	{"ref": "7faae74e", "percent": 55, "stage": "encoding"}
[36mworker           |[0m 2022-02-02T16:32:32.680Z	INFO	tower.worker	tower/pipeline.go:170	pipeline progressed	{"ref": "8fd84959", "percent": 65, "stage": "encoding"}
[36mworker           |[0m 2022-02-02T16:32:33.561Z	INFO	tower.worker	tower/pipeline.go:170	pipeline progressed	{"ref": "a190c6fc", "percent": 60, "stage": "encoding"}
[36mworker           |[0m 2022-02-02T16:32:42.980Z	INFO	tower.worker	tower/pipeline.go:170	pipeline progressed	{"ref": "7c287af6", "percent": 95, "stage": "encoding"}
[36mworker           |[0m 2022-02-02T16:32:51.738Z	INFO	tower.worker	tower/pipeline.go:170	pipeline progressed	{"ref": "1ed6a65d", "percent": 50, "stage": "encoding"}
[36mworker           |[0m 2022-02-02T16:32:52.928Z	INFO	tower.worker	tower/pipeline.go:170	pipeline progressed	{"ref": "0401b96a", "percent": 90, "stage": "encoding"}
[36mworker           |[0m 2022-02-02T16:32:55.071Z	INFO	tower.worker	tower/pipeline.go:170	pipeline progressed	{"ref": "db856661", "percent": 20, "stage": "encoding"}
[36mworker           |[0m 2022-02-02T16:32:56.080Z	INFO	tower.worker	tower/pipeline.go:170	pipeline progressed	{"ref": "0cc10707", "percent": 90, "stage": "encoding"}
[36mworker           |[0m 2022-02-02T16:32:58.848Z	INFO	tower.worker	tower/pipeline.go:170	pipeline progressed	{"ref": "a44a2bb8", "percent": 50, "stage": "encoding"}
[36mworker           |[0m 2022-02-02T16:33:02.141Z	INFO	tower.worker	tower/pipeline.go:170	pipeline progressed	{"ref": "c632548a", "percent": 40, "stage": "encoding"}
[36mworker           |[0m 2022-02-02T16:33:02.910Z	INFO	tower.worker	tower/pipeline.go:170	pipeline progressed	{"ref": "82641f8a", "percent": 10, "stage": "encoding"}
[36mworker           |[0m 2022-02-02T16:33:03.076Z	INFO	tower.worker	tower/pipeline.go:170	pipeline progressed	{"ref": "4f3049bf", "percent": 70, "stage": "encoding"}
[36mworker           |[0m 2022-02-02T16:33:08.216Z	INFO	tower.worker	tower/pipeline.go:170	pipeline progressed	{"ref": "97422e5d", "percent": 55, "stage": "encoding"}
[36mworker           |[0m 2022-02-02T16:33:12.057Z	INFO	tower.worker	tower/pipeline.go:170	pipeline progressed	{"ref": "5cf16c6f", "percent": 45, "stage": "encoding"}
[36mworker           |[0m 2022-02-02T16:33:18.963Z	INFO	tower.worker	tower/pipeline.go:170	pipeline progressed	{"ref": "13c8893e", "percent": 20, "stage": "encoding"}
[36mworker           |[0m 2022-02-02T16:33:21.832Z	INFO	tower.worker	tower/pipeline.go:170	pipeline progressed	{"ref": "53a1965f", "percent": 15, "stage": "encoding"}
[36mworker           |[0m 2022-02-02T16:33:22.420Z	INFO	tower.worker	tower/pipeline.go:170	pipeline progressed	{"ref": "61374be8", "percent": 35, "stage": "encoding"}
[36mworker           |[0m 2022-02-02T16:33:23.648Z	INFO	tower.worker	tower/pipeline.go:170	pipeline progressed	{"ref": "f6f94d68", "percent": 50, "stage": "encoding"}
[36mworker           |[0m 2022-02-02T16:33:24.192Z	INFO	tower.worker	tower/pipeline.go:170	pipeline progressed	{"ref": "d0fd973c", "percent": 55, "stage": "encoding"}
[36mworker           |[0m 2022-02-02T16:33:32.992Z	INFO	tower.worker	tower/pipeline.go:170	pipeline progressed	{"ref": "d358358b", "percent": 5, "stage": "encoding"}
[36mworker           |[0m 2022-02-02T16:33:41.983Z	INFO	tower.worker	tower/pipeline.go:170	pipeline progressed	{"ref": "0cc10707", "percent": 95, "stage": "encoding"}
[36mworker           |[0m 2022-02-02T16:33:46.393Z	INFO	tower.worker	tower/pipeline.go:170	pipeline progressed	{"ref": "d926bebf", "percent": 10, "stage": "encoding"}
[36mworker           |[0m 2022-02-02T16:33:49.722Z	INFO	tower.worker	tower/pipeline.go:170	pipeline progressed	{"ref": "0ce333a8", "percent": 100, "stage": "encoding"}
[36mworker           |[0m 2022-02-02T16:33:50.467Z	INFO	tower.worker	tower/pipeline.go:170	pipeline progressed	{"ref": "eb06ec9f", "percent": 15, "stage": "encoding"}
[36mworker           |[0m 2022-02-02T16:33:51.789Z	INFO	tower.worker	tower/pipeline.go:170	pipeline progressed	{"ref": "6d0bb14c", "percent": 15, "stage": "encoding"}
[36mworker           |[0m 2022-02-02T16:33:53.822Z	INFO	tower.worker	tower/pipeline.go:170	pipeline progressed	{"ref": "52dc1be1", "percent": 65, "stage": "encoding"}
[36mworker           |[0m 2022-02-02T16:33:54.914Z	INFO	tower.worker	tower/pipeline.go:170	pipeline progressed	{"ref": "97422e5d", "percent": 60, "stage": "encoding"}
[36mworker           |[0m 2022-02-02T16:33:55.667Z	INFO	tower.worker	tower/pipeline.go:170	pipeline progressed	{"ref": "7c287af6", "percent": 100, "stage": "encoding"}
[36mworker           |[0m 2022-02-02T16:33:55.961Z	INFO	tower.worker	tower/pipeline.go:170	pipeline progressed	{"ref": "2d6a4bc4", "percent": 10, "stage": "encoding"}
[36mworker           |[0m 2022-02-02T16:34:06.536Z	INFO	tower.worker	tower/pipeline.go:170	pipeline progressed	{"ref": "969ba782", "percent": 25, "stage": "encoding"}
[36mworker           |[0m 2022-02-02T16:34:07.842Z	INFO	tower.worker	tower/pipeline.go:170	pipeline progressed	{"ref": "4e0de790", "percent": 75, "stage": "encoding"}
[36mworker           |[0m 2022-02-02T16:34:08.639Z	INFO	tower.worker	tower/pipeline.go:170	pipeline progressed	{"ref": "acec43b2", "percent": 20, "stage": "encoding"}
